-19.9662849677	-44.0394457663
-19.8734480252	-43.985708848
-19.9504117862	-44.0033068886
-19.9380928822	-43.9355278015
-19.9388629904	-43.9358152218
-19.9251501868	-43.9675156037
-19.8153888954	-43.9923664348
-19.8188330057	-43.9770470285
-19.889193	-43.81204
-19.9349057477	-43.957157135
-19.9682183663	-43.9666149544
-19.9313852018	-43.9580125588
-19.931457633	-43.9580730788
-19.9322967206	-43.9589389725
-19.9280961273	-43.9579822987
-19.9313009122	-43.9591670817
-19.9306090658	-43.9596247673
-19.8170948029	-43.945602417
-19.8162906552	-43.9400982857
-19.8184456075	-43.9464001358
-19.9299025349	-43.9601167493
-19.9353734697	-43.9596605388
-19.9369337229	-43.929371105
-19.9467462332	-44.0221953392
-19.9572942064	-44.0372381343
-19.9382139114	-43.9357852936
-19.8606724294	-43.9577239237
-19.8570991344	-43.908332677
-19.9112880228	-43.9144091571
-19.9094063574	-43.9145100117
-19.9111499601	-43.9143951784
-19.9250211874	-43.9390468597
-19.911263623	-43.9144138167
-19.9146047781	-43.9102875787
-19.9369337229	-43.929371105
-20.0164278935	-43.8243187232
-19.9794496821	-44.0265424672
-19.9284443693	-43.9562062337
-19.9395830473	-43.9297167957
-19.9831580098	-44.0532307194
-19.93873837	-44.0223884583
-19.9369669879	-44.021326248
-19.9732358334	-44.0246759439
-19.900513287	-43.9889749487
-19.9509516662	-44.0056300202
-19.9192111983	-43.9384889603
-19.9186439251	-43.9390707233
-19.9185683389	-43.9391592103
-19.9247185891	-43.9352273941
-19.9196430898	-43.9418975692
-19.9258862852	-43.92190585
-19.9195129523	-43.9422840938
-19.9190154753	-43.9422608093
-19.9191078068	-43.9385855198
-19.9140264096	-43.9418578148
-19.9218741365	-43.9400017262
-19.9140264096	-43.9418578148
-19.9404448858	-43.9484471138
-19.8809971334	-44.0382456779
-19.924584212	-43.9389100492
-19.8894816051	-43.9191989741
-20.0059780401	-44.070077246
-19.9228633703	-43.9541763651
-19.8632319952	-43.9274868481
-19.9390005986	-44.0289759636
-19.9678372409	-44.0606849843
-19.968186	-44.061474
-19.9356336028	-43.9798507152
-19.9282488669	-43.9719092846
-19.9474841035	-44.0030417794
-19.9581017761	-44.0403270721
-19.9454102756	-43.9228050025
-19.9224238662	-43.9703053236
-19.9731937546	-43.8051775335
-19.9681871819	-43.804196809
-19.9274498456	-43.9884399189
-19.9677919416	-43.804196809
-19.9179216763	-43.951168651
-19.9682849445	-43.8045283895
-19.8385244213	-44.0815015593
-19.9504240023	-44.003385956
-19.7705806242	-44.0850448608
-19.9176829087	-43.9619880985
-19.8912779898	-43.8234807678
-19.8921556536	-43.822561101
-19.8907148889	-43.8250959781
-19.8917393107	-43.81082799
-19.887638	-43.80757152
-19.8916178687	-43.8086846295
-19.9391406081	-43.9539389208
-19.9055815926	-43.8155206397
-19.8866682794	-43.8017589227
-19.9191078068	-43.9385855198
-19.8867278142	-43.8012451763
-19.7948678082	-43.9218219904
-19.8515333248	-43.9554619789
-19.8020577904	-43.9427963505
-19.9455889917	-44.0532307194
-19.7869320021	-43.9254604332
-19.9147600838	-44.0823698818
-19.921889117	-43.958869143
-19.7868768163	-43.9289169336
-19.9154643962	-44.0825184702
-19.786781365	-43.9270396466
-19.7915394142	-43.931633234
-19.7887500133	-43.9301187317
-19.7887191772	-43.9302482605
-19.9136494571	-44.0836003655
-19.8515333248	-43.9554619789
-19.7936473094	-43.9261731819
-19.7881387547	-43.929867195
-19.9232997819	-43.9380461256
-19.8515333248	-43.9554619789
-19.9152368813	-44.0845942497
-19.9188855206	-44.0829410159
-19.9227005405	-43.9916593133
-19.9288411493	-44.0671371358
-19.9136123882	-44.084756527
-19.9658059009	-43.8051938787
-19.9342169039	-43.9960042248
-19.9628617694	-43.8147572395
-19.9945059868	-44.0241668795
-19.879502121	-43.8622543477
-19.9943747908	-44.0239809186
-19.984739849	-43.8477219598
-19.9671689985	-43.8066906125
-19.9933205128	-44.0269329636
-19.9504261017	-44.0033378601
-19.971521377	-43.8049300191
-19.8027772463	-43.945720767
-19.8182332567	-43.9489523209
-19.8976461904	-43.9307941478
-20.0032588597	-43.8494063532
-19.8086496756	-43.9459884167
-19.8088669968	-43.9482538765
-19.8162906552	-43.9400982857
-19.9859728399	-43.847079277
-19.9859728399	-43.847079277
-19.8199972034	-43.9476951138
-19.8128065795	-43.9486356941
-19.8199299334	-43.9488033203
-19.8192581229	-43.9479732513
-19.8088669968	-43.9482538765
-19.8579108873	-43.9338755608
-19.8198334419	-43.9514923096
-19.8211354718	-43.9469861984
-19.9581017761	-44.0403270721
-19.8434980858	-43.9333000921
-19.9588971709	-44.0435958406
-19.9475385661	-44.0304565853
-19.8207317427	-43.9472222328
-19.9589841943	-44.0433495416
-19.8177575068	-43.9537620008
-19.7926700605	-43.8803815842
-19.8434030699	-43.9272399561
-19.8184561456	-43.9487753826
-19.8203666638	-43.9468057364
-19.8201665203	-43.9468359947
-19.9953480957	-43.8557701271
-19.8201867068	-43.9468574524
-19.9174984505	-44.0597001305
-19.8267144099	-43.9445612663
-19.9220758724	-44.0757107735
-19.8634204105	-43.9261507988
-19.8592444388	-43.9604751974
-19.7602166966	-43.867137934
-19.8958278686	-43.9311504364
-19.904639076	-43.91448837
-19.9225861867	-43.9734845993
-19.9299131134	-43.9857280254
-19.9316123772	-44.0824256025
-19.7977738228	-43.9321775569
-19.9119484115	-43.9239406586
-19.9175725441	-43.9400906423
-19.9236267086	-43.9924737811
-19.9368888714	-44.0585433661
-19.9136207822	-43.9323964766
-19.9132136233	-43.9322893458
